id,created_at,buyer_entity_id,claims
251,2020-09-22 18:10:44 UTC,882833,"[758009]"
255,2020-09-22 18:14:04 UTC,882833,"[757830]"
3586,2021-01-27 22:05:07 UTC,882833,"[1118475]"
4297,2021-02-17 20:25:18 UTC,882833,"[1160366]"
4298,2021-02-17 20:25:18 UTC,882833,"[82166]"
4300,2021-02-17 20:25:18 UTC,882833,"[758053]"
4301,2021-02-17 20:25:18 UTC,882833,"[1476055]"
4302,2021-02-17 20:25:18 UTC,882833,"[1439488]"
4303,2021-02-17 20:25:18 UTC,882833,"[1052477]"
4304,2021-02-17 20:25:18 UTC,882833,"[1304573]"
4305,2021-02-17 20:25:18 UTC,882833,"[1478747]"
4306,2021-02-17 20:25:18 UTC,882833,"[1439283]"
4448,2021-02-18 20:21:16 UTC,882833,"[1511248]"
4450,2021-02-18 20:21:16 UTC,882833,"[1485844]"
4452,2021-02-18 20:21:16 UTC,882833,"[1485842]"
4454,2021-02-18 20:21:17 UTC,882833,"[1485823]"
4455,2021-02-18 20:21:17 UTC,882833,"[1485870]"
4458,2021-02-18 20:21:17 UTC,882833,"[1511093]"
4488,2021-02-19 19:37:31 UTC,882833,"[1206972]"
4489,2021-02-19 19:37:31 UTC,882833,"[73848]"
4490,2021-02-19 19:37:31 UTC,882833,"[1255250]"
4492,2021-02-19 19:37:31 UTC,882833,"[1161879]"
4493,2021-02-19 19:37:32 UTC,882833,"[1203825]"
4494,2021-02-19 19:37:32 UTC,882833,"[77618]"
4495,2021-02-19 19:37:32 UTC,882833,"[1177446]"
4497,2021-02-19 19:37:32 UTC,882833,"[78552]"
4498,2021-02-19 19:37:32 UTC,882833,"[1162152]"
4499,2021-02-19 19:37:32 UTC,882833,"[1253538]"
4501,2021-02-19 19:37:32 UTC,882833,"[1149821]"
4502,2021-02-19 19:37:32 UTC,882833,"[1203514]"
4504,2021-02-19 19:37:32 UTC,882833,"[1206259]"
4507,2021-02-19 19:37:32 UTC,882833,"[74366]"
4508,2021-02-19 19:37:32 UTC,882833,"[1161493]"
4509,2021-02-19 19:37:33 UTC,882833,"[1205225]"
4510,2021-02-19 19:37:33 UTC,882833,"[1253995]"
4511,2021-02-19 19:37:33 UTC,882833,"[75842]"
4512,2021-02-19 19:37:33 UTC,882833,"[1206753]"
4513,2021-02-19 19:37:33 UTC,882833,"[79254]"
4514,2021-02-19 19:37:33 UTC,882833,"[1177843]"
4516,2021-02-19 19:37:33 UTC,882833,"[1256604]"
4518,2021-02-19 19:37:33 UTC,882833,"[1202122]"
4519,2021-02-19 19:37:33 UTC,882833,"[1204795]"
4520,2021-02-19 19:37:33 UTC,882833,"[1203533]"
4521,2021-02-19 19:37:33 UTC,882833,"[1096658]"
4522,2021-02-19 19:37:33 UTC,882833,"[1205024]"
4523,2021-02-19 19:37:33 UTC,882833,"[1207148]"
4524,2021-02-19 19:37:33 UTC,882833,"[79479]"
4527,2021-02-19 19:37:34 UTC,882833,"[78033]"
4528,2021-02-19 19:37:34 UTC,882833,"[1161859]"
4529,2021-02-19 19:37:34 UTC,882833,"[1257736]"
4530,2021-02-19 19:37:34 UTC,882833,"[1177981]"
4541,2021-02-19 19:57:52 UTC,882833,"[1259060]"
4542,2021-02-19 19:57:52 UTC,882833,"[1203021]"
4543,2021-02-19 19:57:52 UTC,882833,"[78955]"
4544,2021-02-19 19:57:52 UTC,882833,"[73565]"
2269,2020-11-11 17:37:19 UTC,882833,"[1161642]"
3486,2021-01-25 20:57:46 UTC,882833,"[1485454]"
41869,2021-08-02 21:05:12 UTC,882833,"[1677350]"
4546,2021-02-19 19:57:52 UTC,882833,"[74064]"
4703,2021-03-01 22:52:55 UTC,2002151,"[102315]"
4710,2021-03-01 22:52:55 UTC,2002151,"[86666]"
4712,2021-03-01 22:52:55 UTC,2002151,"[101822]"
4717,2021-03-01 22:52:55 UTC,2002151,"[88944]"
27613,2021-04-21 14:37:50 UTC,2368148,"[1541489]"
4307,2021-02-17 22:04:22 UTC,882833,"[92164]"
4308,2021-02-17 22:04:22 UTC,882833,"[92212]"
252,2020-09-22 18:11:49 UTC,882833,"[758005]"
254,2020-09-22 18:12:53 UTC,882833,"[757833]"
4309,2021-02-17 22:04:22 UTC,882833,"[99429]"
4310,2021-02-17 22:04:22 UTC,882833,"[87256]"
4311,2021-02-17 22:04:22 UTC,882833,"[92497]"
4312,2021-02-17 22:04:22 UTC,882833,"[92769]"
4313,2021-02-17 22:04:22 UTC,882833,"[100083]"
4315,2021-02-17 22:04:22 UTC,882833,"[92495]"
4317,2021-02-17 22:04:23 UTC,882833,"[88071]"
4318,2021-02-17 22:04:23 UTC,882833,"[92146]"
4319,2021-02-17 22:04:23 UTC,882833,"[91029]"
